node_id,feature_id,value
3344,2737,1.0
3344,1213,1.0
3344,69,1.0
6373,1449,1.0
6373,2060,1.0
6373,1510,1.0
6373,653,1.0
6373,1569,1.0
6373,3164,1.0
6373,920,1.0
6373,1907,1.0
6373,2185,1.0
6373,1424,1.0
6373,588,1.0
6373,1075,1.0
6373,780,1.0
6373,257,1.0
6373,2061,1.0
6373,1796,1.0
6373,276,1.0
6373,1213,1.0
6373,2130,1.0
1667,1234,1.0
1667,3152,1.0
1667,1301,1.0
1667,861,1.0
1667,2172,1.0
1667,1085,1.0
1667,920,1.0
1667,1907,1.0
1667,2185,1.0
1667,2538,1.0
1667,1656,1.0
1667,533,1.0
1667,569,1.0
1667,2424,1.0
1667,768,1.0
1667,2737,1.0
1667,1295,1.0
1667,3057,1.0
1667,2734,1.0
5638,2605,1.0
5638,3152,1.0
5638,586,1.0
5638,1361,1.0
5638,653,1.0
5638,2322,1.0
5638,846,1.0
5638,920,1.0
5638,224,1.0
5638,3097,1.0
5638,329,1.0
5638,2936,1.0
5638,569,1.0
5638,2384,1.0
5638,608,1.0
5638,2424,1.0
5638,2839,1.0
5638,2737,1.0
5638,751,1.0
5867,308,1.0
5867,3152,1.0
5867,2256,1.0
5867,2504,1.0
5867,507,1.0
5867,861,1.0
5867,960,1.0
5867,123,1.0
5867,48,1.0
5867,2540,1.0
5867,920,1.0
5867,1144,1.0
5867,1761,1.0
5867,760,1.0
5867,2962,1.0
5867,569,1.0
5867,608,1.0
5867,318,1.0
5867,1608,1.0
5867,1525,1.0
5867,2184,1.0
5419,1948,1.0
5419,421,1.0
5419,2281,1.0
5419,653,1.0
5419,600,1.0
5419,3023,1.0
5419,920,1.0
5419,224,1.0
5419,810,1.0
5419,3142,1.0
5419,1607,1.0
5419,2549,1.0
5419,2524,1.0
5419,1387,1.0
5419,2962,1.0
5419,928,1.0
5419,569,1.0
5419,83,1.0
5419,2724,1.0
5419,1530,1.0
5419,3051,1.0
5419,1608,1.0
5419,2645,1.0
5419,802,1.0
5419,2424,1.0
5419,2737,1.0
5419,3044,1.0
5419,2501,1.0
5419,1147,1.0
5419,2734,1.0
83,1234,1.0
83,3152,1.0
83,956,1.0
83,2928,1.0
83,473,1.0
83,2063,1.0
83,920,1.0
83,224,1.0
83,810,1.0
83,8,1.0
83,1548,1.0
83,569,1.0
83,2645,1.0
83,751,1.0
83,608,1.0
1806,1951,1.0
1806,3152,1.0
1806,1381,1.0
1806,1467,1.0
1806,942,1.0
1806,507,1.0
1806,893,1.0
1806,2675,1.0
1806,861,1.0
1806,1114,1.0
1806,1995,1.0
1806,1397,1.0
1806,349,1.0
1806,920,1.0
1806,1144,1.0
1806,1761,1.0
1806,760,1.0
1806,2936,1.0
1806,635,1.0
1806,569,1.0
1806,2384,1.0
1806,2424,1.0
1806,3044,1.0
1806,2737,1.0
1806,2409,1.0
1806,2661,1.0
3278,1521,1.0
3278,421,1.0
3278,1828,1.0
3278,1286,1.0
3278,653,1.0
3278,2243,1.0
3278,48,1.0
3278,920,1.0
3278,224,1.0
3278,810,1.0
3278,1614,1.0
3278,704,1.0
3278,855,1.0
3278,2645,1.0
3278,1431,1.0
3278,1525,1.0
4629,1234,1.0
4629,3152,1.0
4629,516,1.0
4629,2120,1.0
4629,861,1.0
4629,2484,1.0
4629,861,1.0
4629,920,1.0
4629,224,1.0
4629,3097,1.0
4629,2510,1.0
4629,1656,1.0
4629,1764,1.0
4629,1013,1.0
4629,2962,1.0
4629,569,1.0
4629,2764,1.0
4629,1608,1.0
4629,1245,1.0
4629,3044,1.0
4629,2424,1.0
4629,2737,1.0
4629,2677,1.0
4629,1147,1.0
4629,751,1.0
4835,308,1.0
4835,3047,1.0
4835,103,1.0
4835,403,1.0
4835,861,1.0
4835,960,1.0
4835,523,1.0
4835,846,1.0
4835,2639,1.0
4835,920,1.0
4835,1907,1.0
4835,1612,1.0
4835,2327,1.0
4835,1391,1.0
4835,2479,1.0
4835,2936,1.0
4835,2384,1.0
4835,1762,1.0
4835,2424,1.0
4835,2737,1.0
4835,1147,1.0
4835,440,1.0
1455,1121,1.0
1455,294,1.0
1455,1053,1.0
1455,2958,1.0
1455,2928,1.0
1455,1659,1.0
1455,2063,1.0
1455,920,1.0
1455,224,1.0
1455,3097,1.0
1455,400,1.0
1455,1656,1.0
1455,588,1.0
1455,1391,1.0
1455,257,1.0
1455,2153,1.0
1455,928,1.0
1455,569,1.0
1455,2168,1.0
1455,608,1.0
1455,1796,1.0
1455,2424,1.0
1455,2737,1.0
1455,1213,1.0
1455,1147,1.0
1455,1627,1.0
1455,440,1.0
863,2069,1.0
863,1417,1.0
863,2281,1.0
863,3154,1.0
863,846,1.0
863,1203,1.0
863,1649,1.0
863,920,1.0
863,224,1.0
863,810,1.0
863,3038,1.0
863,2549,1.0
863,2524,1.0
863,1864,1.0
863,1391,1.0
863,83,1.0
863,2501,1.0
863,1147,1.0
863,440,1.0
2139,3048,1.0
2139,619,1.0
2139,2192,1.0
2139,798,1.0
2139,861,1.0
2139,2073,1.0
2139,3164,1.0
2139,920,1.0
2139,1907,1.0
2139,2185,1.0
2139,2538,1.0
2139,486,1.0
2139,2710,1.0
2139,2534,1.0
2139,1525,1.0
2139,2502,1.0
2139,569,1.0
2139,2168,1.0
2139,2629,1.0
2139,2362,1.0
2139,3161,1.0
2139,1113,1.0
2139,2153,1.0
2139,1147,1.0
2139,2613,1.0
2139,440,1.0
3776,1449,1.0
3776,619,1.0
3776,2192,1.0
3776,861,1.0
3776,152,1.0
3776,1649,1.0
3776,920,1.0
3776,1907,1.0
3776,2185,1.0
3776,2538,1.0
3776,2912,1.0
3776,929,1.0
3776,2362,1.0
3776,704,1.0
3776,69,1.0
3776,1525,1.0
6529,308,1.0
6529,3152,1.0
6529,1301,1.0
6529,861,1.0
6529,2611,1.0
6529,1649,1.0
6529,920,1.0
6529,1907,1.0
6529,2185,1.0
6529,358,1.0
6529,1108,1.0
6529,1013,1.0
6529,3054,1.0
6529,2764,1.0
6529,803,1.0
6529,276,1.0
6529,436,1.0
6529,3044,1.0
6529,502,1.0
6529,3057,1.0
1243,1051,1.0
1243,1079,1.0
1243,49,1.0
1243,844,1.0
1243,846,1.0
1243,3003,1.0
1243,3001,1.0
1243,2928,1.0
1243,920,1.0
1243,1144,1.0
1243,1761,1.0
1243,760,1.0
1243,2936,1.0
1243,569,1.0
1243,2384,1.0
1243,2362,1.0
1243,3070,1.0
1243,1525,1.0
1243,2900,1.0
1122,1234,1.0
1122,3152,1.0
1122,2256,1.0
1122,2504,1.0
1122,507,1.0
1122,2795,1.0
1122,861,1.0
1122,1114,1.0
1122,2316,1.0
1122,48,1.0
1122,1160,1.0
1122,920,1.0
1122,1144,1.0
1122,1761,1.0
1122,760,1.0
1122,635,1.0
1122,2384,1.0
1122,3044,1.0
1122,2936,1.0
6781,1948,1.0
6781,3152,1.0
6781,591,1.0
6781,2074,1.0
6781,989,1.0
6781,2928,1.0
6781,1605,1.0
6781,777,1.0
6781,653,1.0
6781,113,1.0
6781,920,1.0
6781,1144,1.0
6781,1761,1.0
6781,760,1.0
6781,2936,1.0
6781,2384,1.0
6781,318,1.0
6781,821,1.0
6781,3044,1.0
6781,2424,1.0
6781,2737,1.0
6781,2184,1.0
6781,1505,1.0
4131,2665,1.0
4131,1535,1.0
4131,677,1.0
4131,653,1.0
4131,2243,1.0
4131,2063,1.0
4131,920,1.0
4131,224,1.0
4131,810,1.0
4131,2964,1.0
4131,2350,1.0
4131,1013,1.0
4131,928,1.0
4131,2153,1.0
4131,1075,1.0
4131,257,1.0
4131,569,1.0
4131,2764,1.0
4131,1245,1.0
4131,2130,1.0
4131,1745,1.0
4131,1801,1.0
4131,1342,1.0
4131,806,1.0
4131,139,1.0
4131,2168,1.0
4131,2061,1.0
4131,1764,1.0
4131,635,1.0
4131,2638,1.0
4131,3092,1.0
4131,1509,1.0
6460,1550,1.0
6460,509,1.0
6460,1095,1.0
6460,1832,1.0
6460,861,1.0
6460,1974,1.0
6460,48,1.0
6460,920,1.0
6460,1144,1.0
6460,1761,1.0
6460,2386,1.0
6460,2549,1.0
6460,2524,1.0
6460,928,1.0
6460,83,1.0
6460,2501,1.0
6460,2645,1.0
6460,2424,1.0
6460,2737,1.0
5949,1948,1.0
5949,1565,1.0
5949,496,1.0
5949,207,1.0
5949,861,1.0
5949,152,1.0
5949,2282,1.0
5949,920,1.0
5949,224,1.0
5949,3097,1.0
5949,400,1.0
5949,1699,1.0
6747,1948,1.0
6747,3152,1.0
6747,2937,1.0
6747,861,1.0
6747,44,1.0
6747,3164,1.0
6747,920,1.0
6747,224,1.0
6747,810,1.0
6747,1302,1.0
6747,1108,1.0
6747,1013,1.0
6747,635,1.0
6747,3054,1.0
6747,569,1.0
6747,2764,1.0
6747,803,1.0
6747,276,1.0
6747,2645,1.0
6747,436,1.0
6747,502,1.0
6747,763,1.0
5948,308,1.0
5948,2979,1.0
5948,3016,1.0
5948,2928,1.0
5948,2518,1.0
5948,2928,1.0
5948,920,1.0
5948,224,1.0
5948,3097,1.0
5948,2151,1.0
5948,1013,1.0
5948,2764,1.0
5948,3112,1.0
5948,2645,1.0
5948,2409,1.0
5948,2661,1.0
5772,1521,1.0
5772,3152,1.0
5772,967,1.0
5772,861,1.0
5772,213,1.0
5772,2282,1.0
5772,920,1.0
5772,224,1.0
5772,810,1.0
5772,2964,1.0
5772,2936,1.0
5772,635,1.0
5772,1013,1.0
5772,2384,1.0
5772,2764,1.0
5772,2645,1.0
5772,2424,1.0
5772,2737,1.0
5772,2341,1.0
3735,1948,1.0
3735,1565,1.0
3735,490,1.0
3735,2110,1.0
3735,3084,1.0
3735,48,1.0
3735,920,1.0
3735,1907,1.0
3735,2185,1.0
3735,1424,1.0
3735,588,1.0
3735,257,1.0
3735,840,1.0
3735,635,1.0
3735,2362,1.0
3735,1796,1.0
3735,2645,1.0
3735,2914,1.0
3735,1213,1.0
4666,1951,1.0
4666,3152,1.0
4666,1299,1.0
4666,2928,1.0
4666,2738,1.0
4666,48,1.0
4666,920,1.0
4666,1907,1.0
4666,2302,1.0
4666,3153,1.0
4666,2479,1.0
4666,1762,1.0
4666,276,1.0
4666,2424,1.0
4666,2737,1.0
4666,3057,1.0
1853,1948,1.0
1853,3152,1.0
1853,2256,1.0
1853,2504,1.0
1853,585,1.0
1853,507,1.0
1853,799,1.0
1853,1516,1.0
1853,861,1.0
1853,800,1.0
1853,2929,1.0
1853,2877,1.0
1853,1085,1.0
1853,2028,1.0
1853,920,1.0
1853,1144,1.0
1853,1761,1.0
1853,760,1.0
1853,635,1.0
1853,1147,1.0
1853,569,1.0
1853,2661,1.0
1853,2936,1.0
5438,2554,1.0
5438,619,1.0
5438,2192,1.0
5438,798,1.0
5438,861,1.0
5438,231,1.0
5438,1085,1.0
5438,920,1.0
5438,1907,1.0
5438,1612,1.0
5438,2327,1.0
5438,1147,1.0
5438,2645,1.0
5438,608,1.0
5275,2554,1.0
5275,378,1.0
5275,3047,1.0
5275,1650,1.0
5275,403,1.0
5275,861,1.0
5275,1114,1.0
5275,846,1.0
5275,149,1.0
5275,920,1.0
5275,1907,1.0
5275,1612,1.0
5275,2327,1.0
5275,635,1.0
5275,569,1.0
5275,3044,1.0
1279,2846,1.0
1279,3152,1.0
1279,3047,1.0
1279,1947,1.0
1279,989,1.0
1279,1886,1.0
1279,2928,1.0
1279,1605,1.0
1279,690,1.0
1279,3164,1.0
1279,1250,1.0
1279,920,1.0
1279,1907,1.0
1279,1612,1.0
1279,2327,1.0
1279,1764,1.0
1279,1013,1.0
1279,569,1.0
1279,2764,1.0
1279,859,1.0
1279,1570,1.0
1279,1245,1.0
1279,2645,1.0
1279,3044,1.0
4811,2605,1.0
4811,619,1.0
4811,591,1.0
4811,1841,1.0
4811,507,1.0
4811,846,1.0
4811,673,1.0
4811,48,1.0
4811,920,1.0
4811,1144,1.0
4811,1761,1.0
4811,760,1.0
4811,1656,1.0
4811,588,1.0
4811,257,1.0
4811,929,1.0
4811,635,1.0
4811,569,1.0
4811,2384,1.0
4811,608,1.0
4811,704,1.0
4811,1796,1.0
4811,2645,1.0
4811,2424,1.0
4811,2737,1.0
4811,1213,1.0
4811,69,1.0
6414,2347,1.0
6414,2918,1.0
6414,2687,1.0
6414,2458,1.0
6414,1463,1.0
6414,861,1.0
6414,231,1.0
6414,861,1.0
6414,920,1.0
6414,224,1.0
6414,3097,1.0
6414,329,1.0
6414,2549,1.0
6414,2524,1.0
6414,83,1.0
6414,2168,1.0
6414,569,1.0
6414,2362,1.0
6414,2501,1.0
6414,2153,1.0
6414,1525,1.0
3598,308,1.0
3598,3152,1.0
3598,956,1.0
3598,1032,1.0
3598,653,1.0
3598,359,1.0
3598,247,1.0
3598,920,1.0
3598,224,1.0
3598,3097,1.0
3598,1025,1.0
3598,2661,1.0
3598,2936,1.0
5971,2347,1.0
5971,2864,1.0
5971,1622,1.0
5971,1940,1.0
5971,989,1.0
5971,861,1.0
5971,960,1.0
5971,2928,1.0
5971,920,1.0
5971,224,1.0
5971,3097,1.0
5971,329,1.0
5971,1968,1.0
5971,840,1.0
5971,3061,1.0
5971,569,1.0
5971,821,1.0
5971,2645,1.0
5971,1295,1.0
5425,1951,1.0
5425,421,1.0
5425,1381,1.0
5425,1467,1.0
5425,2765,1.0
5425,507,1.0
5425,3090,1.0
5425,3075,1.0
5425,2323,1.0
5425,1501,1.0
5425,701,1.0
5425,2718,1.0
5425,356,1.0
5425,920,1.0
5425,1144,1.0
5425,1761,1.0
5425,2054,1.0
5425,588,1.0
5425,257,1.0
5425,2015,1.0
5425,635,1.0
5425,139,1.0
5425,569,1.0
5425,1796,1.0
5425,1839,1.0
5425,2645,1.0
5425,2424,1.0
5425,2737,1.0
5425,1213,1.0
5425,3057,1.0
491,2347,1.0
491,2864,1.0
491,2984,1.0
491,653,1.0
491,811,1.0
491,2063,1.0
491,920,1.0
491,224,1.0
491,3097,1.0
491,2916,1.0
491,588,1.0
491,257,1.0
491,751,1.0
491,3054,1.0
491,569,1.0
491,2902,1.0
491,608,1.0
491,1796,1.0
491,802,1.0
491,436,1.0
491,1213,1.0
491,2130,1.0
533,1234,1.0
533,3152,1.0
533,3047,1.0
533,1725,1.0
533,653,1.0
533,181,1.0
533,2357,1.0
533,3164,1.0
533,2220,1.0
533,920,1.0
533,1907,1.0
533,1612,1.0
533,2327,1.0
533,1108,1.0
533,2912,1.0
533,1342,1.0
533,2015,1.0
533,139,1.0
533,3054,1.0
533,569,1.0
533,803,1.0
533,2638,1.0
533,276,1.0
533,436,1.0
533,1839,1.0
533,2424,1.0
533,2737,1.0
533,502,1.0
533,1525,1.0
533,763,1.0
1191,1234,1.0
1191,3152,1.0
1191,2941,1.0
1191,798,1.0
1191,861,1.0
1191,736,1.0
1191,3164,1.0
1191,920,1.0
1191,224,1.0
1191,3097,1.0
1191,329,1.0
1191,2990,1.0
1191,2534,1.0
1191,1764,1.0
1191,1013,1.0
1191,569,1.0
1191,1231,1.0
1191,2764,1.0
1191,2384,1.0
1191,2645,1.0
1191,1245,1.0
1191,2424,1.0
1191,2737,1.0
1191,1113,1.0
5296,308,1.0
5296,1464,1.0
5296,192,1.0
5296,653,1.0
5296,600,1.0
5296,3062,1.0
5296,2814,1.0
5296,119,1.0
5296,1644,1.0
5296,2208,1.0
5296,2545,1.0
5296,2026,1.0
5296,276,1.0
5296,2645,1.0
5541,1521,1.0
5541,1535,1.0
5541,496,1.0
5541,1233,1.0
5541,861,1.0
5541,489,1.0
5541,653,1.0
5541,920,1.0
5541,224,1.0
5541,810,1.0
5541,2239,1.0
5541,257,1.0
5541,2502,1.0
5541,2936,1.0
5541,3161,1.0
5541,2645,1.0
5541,486,1.0
5541,2130,1.0
5541,2661,1.0
389,2858,1.0
389,619,1.0
389,2307,1.0
389,2094,1.0
389,3084,1.0
389,366,1.0
389,2323,1.0
389,920,1.0
389,1144,1.0
389,1761,1.0
389,2386,1.0
389,1108,1.0
389,3054,1.0
389,803,1.0
389,436,1.0
389,2645,1.0
389,502,1.0
389,751,1.0
388,2248,1.0
388,216,1.0
388,2941,1.0
388,2024,1.0
388,861,1.0
388,2484,1.0
388,2928,1.0
388,920,1.0
388,224,1.0
388,3097,1.0
388,2916,1.0
388,2549,1.0
388,2524,1.0
388,1108,1.0
388,257,1.0
388,83,1.0
388,3054,1.0
388,569,1.0
388,803,1.0
388,608,1.0
388,2501,1.0
388,2645,1.0
388,2424,1.0
388,436,1.0
388,2737,1.0
388,502,1.0
3198,1550,1.0
3198,1618,1.0
3198,2281,1.0
3198,1336,1.0
3198,846,1.0
3198,3103,1.0
3198,48,1.0
3198,920,1.0
3198,224,1.0
3198,3097,1.0
3198,1997,1.0
3198,1764,1.0
3198,635,1.0
3198,569,1.0
3198,1362,1.0
3198,2168,1.0
3198,1245,1.0
3198,3044,1.0
3198,2645,1.0
3198,2153,1.0
3198,2545,1.0
3198,390,1.0
1041,1234,1.0
1041,3152,1.0
1041,1936,1.0
1041,653,1.0
1041,1539,1.0
1041,2003,1.0
1041,920,1.0
1041,224,1.0
1041,810,1.0
1041,2964,1.0
1041,1108,1.0
1041,1387,1.0
1041,3054,1.0
1041,1362,1.0
1041,803,1.0
1041,2724,1.0
1041,2645,1.0
1041,436,1.0
1041,768,1.0
1041,502,1.0
1041,1147,1.0
1041,751,1.0
1041,390,1.0
2081,1234,1.0
2081,3152,1.0
2081,1053,1.0
2081,385,1.0
2081,861,1.0
2081,213,1.0
2081,3084,1.0
2081,920,1.0
2081,224,1.0
2081,810,1.0
2081,1614,1.0
2081,588,1.0
2081,1607,1.0
2081,257,1.0
2081,928,1.0
2081,569,1.0
2081,2319,1.0
2081,2362,1.0
2081,1796,1.0
2081,2645,1.0
2081,1530,1.0
2081,1213,1.0
74,1051,1.0
74,216,1.0
74,2481,1.0
74,2418,1.0
74,653,1.0
74,48,1.0
74,920,1.0
74,1907,1.0
74,2185,1.0
74,1043,1.0
74,2912,1.0
74,569,1.0
74,318,1.0
74,2645,1.0
74,2424,1.0
74,2737,1.0
74,1525,1.0
74,2184,1.0
5924,515,1.0
5924,3152,1.0
5924,3047,1.0
5924,653,1.0
5924,2853,1.0
5924,861,1.0
5924,920,1.0
5924,1907,1.0
5924,2185,1.0
5924,1043,1.0
5924,1606,1.0
5924,569,1.0
5924,608,1.0
5924,2664,1.0
5924,2424,1.0
5924,2737,1.0
5824,1234,1.0
5824,3152,1.0
5824,1778,1.0
5824,491,1.0
5824,846,1.0
5824,759,1.0
5824,846,1.0
5824,920,1.0
5824,224,1.0
5824,810,1.0
5824,1161,1.0
5824,1993,1.0
5824,2962,1.0
5824,928,1.0
5824,3054,1.0
5824,2895,1.0
5824,2319,1.0
5824,2902,1.0
5824,139,1.0
5824,1608,1.0
5824,436,1.0
6714,1234,1.0
6714,3152,1.0
6714,1081,1.0
6714,688,1.0
6714,861,1.0
6714,2484,1.0
6714,3023,1.0
6714,920,1.0
6714,1144,1.0
6714,1906,1.0
6714,3007,1.0
6714,1108,1.0
6714,1387,1.0
6714,139,1.0
6714,3054,1.0
6714,803,1.0
6714,2724,1.0
6714,2362,1.0
6714,436,1.0
6714,802,1.0
6714,502,1.0
4044,308,1.0
4044,3152,1.0
4044,2192,1.0
4044,1931,1.0
4044,861,1.0
4044,2484,1.0
4044,861,1.0
4044,920,1.0
4044,1907,1.0
4044,2185,1.0
4044,2793,1.0
4044,569,1.0
4044,2384,1.0
4044,257,1.0
4044,2130,1.0
4044,2936,1.0
1578,1726,1.0
1578,3152,1.0
1578,49,1.0
1578,507,1.0
1578,861,1.0
1578,1114,1.0
1578,2086,1.0
1578,846,1.0
1578,920,1.0
1578,1144,1.0
1578,1761,1.0
1578,2386,1.0
1578,1108,1.0
1578,3054,1.0
1578,569,1.0
1578,803,1.0
1578,276,1.0
1578,2645,1.0
1578,436,1.0
1578,502,1.0
6253,1234,1.0
6253,3152,1.0
6253,885,1.0
6253,2928,1.0
6253,892,1.0
6253,2063,1.0
6253,920,1.0
6253,1907,1.0
6253,1612,1.0
6253,2327,1.0
6253,1656,1.0
6253,2479,1.0
6253,2936,1.0
6253,2384,1.0
6253,1762,1.0
6253,2645,1.0
6253,768,1.0
1907,1051,1.0
1907,2918,1.0
1907,642,1.0
1907,507,1.0
1907,3084,1.0
1907,1688,1.0
1907,861,1.0
1907,920,1.0
1907,1907,1.0
1907,1612,1.0
1907,2327,1.0
1907,2168,1.0
1907,2153,1.0
2314,1951,1.0
2314,3152,1.0
2314,967,1.0
2314,674,1.0
2314,653,1.0
2314,1539,1.0
2314,691,1.0
2314,920,1.0
2314,224,1.0
2314,810,1.0
2314,2187,1.0
